coin,date,open,high,low,close,volume,market_cap,circulating_supply,ret,rv_7d,rv_30d,range_abs,range_pct,group
HNT,2025-07-23,3.78,3.851,3.33,3.452,1618405.48,514803409,186032491.7649429,-0.08677248677248672,1.2082440729070165,,0.5209999999999999,0.15645645645645642,Other
HNT,2025-07-24,3.452,3.631,3.303,3.356,1069816.74,514803409,186032491.7649429,-0.027809965237543532,1.0909631337780081,,0.32799999999999985,0.09930366333636084,Other
HNT,2025-07-25,3.356,3.529,3.246,3.405,818901.36,514803409,186032491.7649429,0.014600715137067954,0.7532621347122559,,0.2829999999999999,0.08718422674060379,Other
HNT,2025-07-26,3.405,3.579,3.381,3.387,508483.81,514803409,186032491.7649429,-0.00528634361233471,0.7545204226940375,,0.1980000000000004,0.058562555456965516,Other
HNT,2025-07-27,3.387,3.543,3.322,3.526,745071.26,514803409,186032491.7649429,0.04103926778860334,0.7713214368361111,,0.22100000000000009,0.06652618904274536,Other
HNT,2025-07-28,3.526,3.685,3.434,3.486,1189891.77,514803409,186032491.7649429,-0.011344299489506438,0.7589687984515356,,0.2509999999999999,0.07309260337798482,Other
HNT,2025-07-29,3.486,3.508,3.2,3.24,1031391.0,514803409,186032491.7649429,-0.07056798623063687,0.864511778053451,,0.30799999999999983,0.09624999999999995,Other
HNT,2025-07-30,3.24,3.245,3.045,3.184,706721.61,514803409,186032491.7649429,-0.01728395061728394,0.6648712344545443,,0.20000000000000018,0.06568144499178988,Other
HNT,2025-07-31,3.184,3.375,2.991,3.011,1030488.66,514803409,186032491.7649429,-0.05433417085427139,0.7301683462677434,,0.3839999999999999,0.12838515546639917,Other
HNT,2025-08-01,3.011,3.036,2.81,2.822,1312256.92,514803409,186032491.7649429,-0.06276984390567919,0.7543815300782691,,0.22599999999999998,0.08042704626334518,Other
HNT,2025-08-02,2.822,2.964,2.729,2.759,1019329.9,514803409,186032491.7649429,-0.02232459248759755,0.7360161149420846,,0.23499999999999988,0.08611212898497614,Other
HNT,2025-08-03,2.759,2.805,2.729,2.799,787154.17,514803409,186032491.7649429,0.014498006524102935,0.5956332957405779,,0.07600000000000007,0.027849028948332747,Other
HNT,2025-08-04,2.799,2.938,2.758,2.887,1021715.9,514803409,186032491.7649429,0.03143979992854584,0.7468874841709777,,0.18000000000000016,0.06526468455402472,Other
HNT,2025-08-05,2.887,2.913,2.647,2.689,848860.7,514803409,186032491.7649429,-0.06858330446830618,0.7397714617228883,,0.266,0.1004911220249339,Other
HNT,2025-08-06,2.689,2.805,2.657,2.759,465179.26,514803409,186032491.7649429,0.026031982149497868,0.8300851440491206,,0.14800000000000013,0.055701919458035425,Other
HNT,2025-08-07,2.759,2.775,2.751,2.759,4363.68,514803409,186032491.7649429,0.0,0.7824758265150927,0.9790570038522589,0.02400000000000002,0.00872410032715377,Other
HYPE,2025-07-08,38.78,38.78,37.41,37.57,535.3199999999999,12690209010,333772999.4341414,,,,1.3700000000000045,0.03662122427158526,Other
HYPE,2025-07-09,37.57,39.58,37.57,39.58,23.62,12690209010,333772999.4341414,0.053500133084908086,,,2.009999999999998,0.05350013308490812,Other
HYPE,2025-07-10,39.58,41.88,39.58,41.66,738.55,12690209010,333772999.4341414,0.0525517938352702,,,2.3000000000000043,0.0581101566447702,Other
HYPE,2025-07-11,41.66,45.93,41.66,45.93,761.3199999999999,12690209010,333772999.4341414,0.10249639942390787,,,4.270000000000003,0.10249639942390791,Other
HYPE,2025-07-12,45.93,47.19,45.93,46.98,3137.26,12690209010,333772999.4341414,0.02286087524493796,,,1.259999999999998,0.027433050293925496,Other
HYPE,2025-07-13,46.98,47.6,46.98,47.6,1250.9,12690209010,333772999.4341414,0.013197105151128152,,,0.6200000000000045,0.013197105151128237,Other
HYPE,2025-07-14,47.6,49.84,47.6,49.84,1020.35,12690209010,333772999.4341414,0.04705882352941182,,,2.240000000000002,0.047058823529411806,Other
HYPE,2025-07-15,49.84,49.84,46.78,48.6,46951.12,12690209010,333772999.4341414,-0.02487961476725531,0.7598877953606378,,3.0600000000000023,0.06541256947413429,Other
HYPE,2025-07-16,48.6,49.99,46.96,47.45,24244.99,12690209010,333772999.4341414,-0.023662551440329138,0.8622229926360936,,3.030000000000001,0.06452299829642251,Other
HYPE,2025-07-17,47.45,48.0,45.18,46.5,84126.69,12690209010,333772999.4341414,-0.020021074815595452,0.8906326845850291,,2.8200000000000003,0.06241699867197876,Other
HYPE,2025-07-18,46.5,48.53,43.52,45.3,43777.4,12690209010,333772999.4341414,-0.02580645161290329,0.5591240693897804,,5.009999999999998,0.1151194852941176,Other
HYPE,2025-07-19,45.3,47.5,44.5,44.53,18834.236,12690209010,333772999.4341414,-0.01699779249448119,0.5261186454992661,,3.0,0.06741573033707865,Other
HYPE,2025-07-20,44.53,47.99,44.53,46.59,11188.021,12690209010,333772999.4341414,0.04626094767572431,0.645186835305905,,3.460000000000001,0.07770042667864363,Other
HYPE,2025-07-21,46.59,47.87,44.26,47.85,51318.382,12690209010,333772999.4341414,0.027044430135222175,0.5623902286858584,,3.6099999999999994,0.08156348847718028,Other
HYPE,2025-07-22,47.85,47.85,43.34,45.6,25834.7002,12690209010,333772999.4341414,-0.047021943573667735,0.6278729137132069,,4.509999999999998,0.10406091370558371,Other
HYPE,2025-07-23,45.6,46.29,42.5,44.63,46709.975,12690209010,333772999.4341414,-0.021271929824561386,0.6246130819741872,,3.789999999999999,0.08917647058823527,Other
HYPE,2025-07-24,44.63,44.63,41.81,42.57,12310.386,12690209010,333772999.4341414,-0.04615729330047058,0.6805602963350477,,2.8200000000000003,0.06744797895240373,Other
HYPE,2025-07-25,42.57,44.13,40.8,44.05,20818.712,12690209010,333772999.4341414,0.034766267324406686,0.7434215108724065,,3.3300000000000054,0.08161764705882367,Other
HYPE,2025-07-26,44.05,44.92,43.6,43.8,8947.89,12690209010,333772999.4341414,-0.005675368898978461,0.7352177479323898,,1.3200000000000003,0.03027522935779817,Other
HYPE,2025-07-27,43.8,44.37,43.0,43.78,5157.325,12690209010,333772999.4341414,-0.00045662100456611565,0.6177492625943307,,1.3699999999999974,0.03186046511627901,Other
HYPE,2025-07-28,43.78,46.04,43.15,43.15,40021.113,12690209010,333772999.4341414,-0.01439013248058485,0.5408062484155474,,2.8900000000000006,0.06697566628041716,Other
HYPE,2025-07-29,43.15,44.99,42.68,43.04,44854.74,12690209010,333772999.4341414,-0.002549246813441486,0.4675788614051497,,2.3100000000000023,0.054123711340206236,Other
HYPE,2025-07-30,43.04,43.77,40.84,42.3,29760.43,12690209010,333772999.4341414,-0.01719330855018597,0.46140286356824883,,2.9299999999999997,0.071743388834476,Other
HYPE,2025-07-31,42.3,44.5,40.96,40.96,32006.74,12690209010,333772999.4341414,-0.03167848699763587,0.39435125729496495,,3.539999999999999,0.08642578124999997,Other
HYPE,2025-08-01,40.96,47.0,36.5,37.65,76455.11,12690209010,333772999.4341414,-0.080810546875,0.5371006000664572,,10.5,0.2876712328767123,Other
HYPE,2025-08-02,37.65,38.49,35.69,37.31,25065.069,12690209010,333772999.4341414,-0.009030544488711767,0.5314816920099883,,2.8000000000000043,0.07845334827682837,Other
HYPE,2025-08-03,37.31,39.19,36.38,38.25,4538.522,12690209010,333772999.4341414,0.025194317877244687,0.6204477752354269,,2.809999999999995,0.07724024189114885,Other
HYPE,2025-08-04,38.25,39.63,37.4,38.78,60941.856999999996,12690209010,333772999.4341414,0.013856209150326926,0.664193010028244,,2.230000000000004,0.05962566844919797,Other
HYPE,2025-08-05,38.78,40.11,37.84,37.84,10894.806999999999,12690209010,333772999.4341414,-0.024239298607529602,0.6586938668512735,,2.269999999999996,0.059989429175475575,Other
HYPE,2025-08-06,37.84,39.25,37.33,38.34,19815.248,12690209010,333772999.4341414,0.013213530655391104,0.6956745062650758,,1.9200000000000017,0.0514331636753282,Other
HYPE,2025-08-07,38.1,38.18,37.96,38.01,219899.0,12690209010,333772999.4341414,-0.008607198748043943,0.67844500966544,0.7116351528467388,0.21999999999999886,0.005795574288724944,Other
ICP,2025-07-08,4.782,4.866,4.701,4.839,2352669.89,2746491961,536263726.5360722,,,,0.16500000000000004,0.03509891512444162,Other
ICP,2025-07-09,4.839,5.214,4.799,5.153,4578210.3,2746491961,536263726.5360722,0.06488943996693508,,,0.41500000000000004,0.08647634923942488,Other
ICP,2025-07-10,5.153,5.445,5.067,5.409,6587232.0600000005,2746491961,536263726.5360722,0.04967979817581991,,,0.3780000000000001,0.07460035523978688,Other
ICP,2025-07-11,5.409,5.579,5.283,5.348,6359364.78,2746491961,536263726.5360722,-0.011277500462192669,,,0.2959999999999994,0.05602877153132677,Other
ICP,2025-07-12,5.348,5.441,5.141,5.357,4296445.91,2746491961,536263726.5360722,0.0016828721017203563,,,0.2999999999999998,0.05835440575763467,Other
ICP,2025-07-13,5.357,5.539,5.321,5.463,5042789.27,2746491961,536263726.5360722,0.019787194325181945,,,0.21799999999999997,0.040969742529599694,Other
ICP,2025-07-14,5.463,5.67,5.338,5.378,9525392.83,2746491961,536263726.5360722,-0.01555921654768444,,,0.33199999999999985,0.062195578868490045,Other
ICP,2025-07-15,5.378,5.645,5.194,5.607,9554310.01,2746491961,536263726.5360722,0.042580885087392994,0.6023530337204407,,0.4509999999999996,0.08683095879861372,Other
ICP,2025-07-16,5.607,5.774,5.467,5.624,8266446.43,2746491961,536263726.5360722,0.003031924380238804,0.4870084234640956,,0.3070000000000004,0.05615511249314074,Other
ICP,2025-07-17,5.624,5.844,5.459,5.758,10378319.32,2746491961,536263726.5360722,0.023826458036984466,0.39518436772459703,,0.3850000000000007,0.0705257373145266,Other
ICP,2025-07-18,5.758,6.172,5.609,5.686,13692508.53,2746491961,536263726.5360722,-0.012504341785342099,0.3991225051160837,,0.5629999999999997,0.10037439828846492,Other
ICP,2025-07-19,5.686,5.842,5.527,5.807,6083825.359999999,2746491961,536263726.5360722,0.02128033767147386,0.4024061029009132,,0.3149999999999995,0.0569929437307761,Other
ICP,2025-07-20,5.807,6.132,5.752,5.982,9374064.45,2746491961,536263726.5360722,0.030136042707077593,0.4214262140926517,,0.3799999999999999,0.06606397774687064,Other
ICP,2025-07-21,5.982,6.256,5.866,6.149,11123811.07,2746491961,536263726.5360722,0.02791708458709463,0.3517646654790202,,0.39000000000000057,0.06648482782134343,Other
ICP,2025-07-22,6.149,6.181,5.789,6.127,10066438.94,2746491961,536263726.5360722,-0.003577817531305927,0.3240799240338973,,0.39200000000000035,0.067714631197098,Other
ICP,2025-07-23,6.127,6.141,5.418,5.599,7870732.21,2746491961,536263726.5360722,-0.08617594254937155,0.7917021044286723,,0.7229999999999999,0.1334440753045404,Other
ICP,2025-07-24,5.599,5.759,5.269,5.49,7824664.600000001,2746491961,536263726.5360722,-0.01946776210037504,0.7744041998771318,,0.4900000000000002,0.09299677358132477,Other
ICP,2025-07-25,5.49,5.643,5.323,5.624,7012005.52,2746491961,536263726.5360722,0.024408014571948966,0.8011169632923193,,0.3199999999999994,0.060116475671613635,Other
ICP,2025-07-26,5.624,5.8,5.567,5.649,4556605.19,2746491961,536263726.5360722,0.0044452347083927535,0.7819049443580571,,0.23299999999999965,0.04185378121070588,Other
ICP,2025-07-27,5.649,5.838,5.627,5.8,4569917.72,2746491961,536263726.5360722,0.0267303947601345,0.7734159446466413,,0.2110000000000003,0.03749777856762045,Other
ICP,2025-07-28,5.8,5.998,5.495,5.539,8461073.36,2746491961,536263726.5360722,-0.04500000000000004,0.7714559697206421,,0.5030000000000001,0.0915377616014559,Other
ICP,2025-07-29,5.539,5.736,5.349,5.456,5079504.43,2746491961,536263726.5360722,-0.014984654269723618,0.7663799489744982,,0.38699999999999957,0.07234997195737512,Other
ICP,2025-07-30,5.456,5.499,5.181,5.474,8090070.7700000005,2746491961,536263726.5360722,0.0032991202346039916,0.48764477171295556,,0.3179999999999996,0.061378112333526275,Other
ICP,2025-07-31,5.474,5.581,5.219,5.228,4346409.13,2746491961,536263726.5360722,-0.04493971501644145,0.5682027243855109,,0.3620000000000001,0.06936194673309065,Other
ICP,2025-08-01,5.228,5.292,4.906,5.016,6467979.2299999995,2746491961,536263726.5360722,-0.04055087987758221,0.5458860278091288,,0.3860000000000001,0.07867916836526705,Other
ICP,2025-08-02,5.016,5.079,4.858,4.948,4569088.21,2746491961,536263726.5360722,-0.013556618819776656,0.5200215178255181,,0.22100000000000009,0.045491972004940325,Other
ICP,2025-08-03,4.948,5.143,4.872,5.116,2286906.85,2746491961,536263726.5360722,0.03395311236863363,0.5593093217175917,,0.2709999999999999,0.055623973727421984,Other
ICP,2025-08-04,5.116,5.322,5.113,5.301,2627303.05,2746491961,536263726.5360722,0.03616106333072722,0.6194598474052957,,0.20899999999999963,0.04087619792685304,Other
ICP,2025-08-05,5.301,5.322,4.947,5.069,3672035.7,2746491961,536263726.5360722,-0.043765327296736545,0.6775499887035552,,0.375,0.07580351728320193,Other
ICP,2025-08-06,5.069,5.162,4.966,5.115,3160423.02,2746491961,536263726.5360722,0.009074768198855887,0.6856372288491224,,0.19599999999999973,0.039468385018123185,Other
ICP,2025-08-07,5.115,5.13,5.095,5.108,122423.0,2746491961,536263726.5360722,-0.001368523949169198,0.6156614066318372,0.6314656241014641,0.03500000000000014,0.006869479882237516,Other
IMX,2025-07-08,0.4173,0.4279,0.4078,0.421,746598.63,965519338,1890903648.389814,,,,0.020100000000000007,0.04928886709171164,Other
IMX,2025-07-09,0.421,0.4546,0.414,0.4489,1044935.3099999999,965519338,1890903648.389814,0.06627078384798102,,,0.040600000000000025,0.09806763285024162,Other
IMX,2025-07-10,0.4489,0.4952,0.4429,0.4902,1400609.55,965519338,1890903648.389814,0.09200267320115829,,,0.05229999999999996,0.11808534657936319,Other
IMX,2025-07-11,0.4902,0.5301,0.4798,0.4983,1531103.28,965519338,1890903648.389814,0.01652386780905757,,,0.05030000000000001,0.1048353480616924,Other
IMX,2025-07-12,0.4983,0.513,0.4798,0.5045,1105244.22,965519338,1890903648.389814,0.012442303833032131,,,0.03320000000000001,0.06919549812421844,Other
IMX,2025-07-13,0.5045,0.5517,0.5012,0.5332,2515667.21,965519338,1890903648.389814,0.05688800792864224,,,0.05049999999999999,0.1007581803671189,Other
IMX,2025-07-14,0.5332,0.5649,0.518,0.5314,2281416.34,965519338,1890903648.389814,-0.0033758439609903323,,,0.04689999999999994,0.09054054054054042,Other
IMX,2025-07-15,0.5314,0.546,0.5066,0.5449,1551050.05,965519338,1890903648.389814,0.025404591644712315,0.6552246450275502,,0.03939999999999999,0.07777339123568888,Other
IMX,2025-07-16,0.5449,0.5664,0.5276,0.5472,1795490.8,965519338,1890903648.389814,0.004220957973940065,0.6456160607710034,,0.03880000000000006,0.07354056103108426,Other
IMX,2025-07-17,0.5472,0.5672,0.5306,0.5555,1899876.81,965519338,1890903648.389814,0.015168128654970747,0.3703564584497047,,0.03660000000000008,0.06897851488880527,Other
IMX,2025-07-18,0.5555,0.6313,0.5516,0.5797,3803524.48,965519338,1890903648.389814,0.0435643564356436,0.41211156269975524,,0.0797,0.14448875997099347,Other
IMX,2025-07-19,0.5797,0.6672,0.5651,0.6158,3192750.2,965519338,1890903648.389814,0.06227358978782127,0.4910170248874357,,0.10209999999999997,0.18067598655105285,Other
IMX,2025-07-20,0.6158,0.6563,0.6048,0.6383,2816576.61,965519338,1890903648.389814,0.03653783696005197,0.4405079026397088,,0.05149999999999999,0.08515211640211638,Other
IMX,2025-07-21,0.6383,0.6643,0.6239,0.643,2544447.26,965519338,1890903648.389814,0.007363308788970846,0.40167603725117895,,0.04039999999999999,0.06475396698188811,Other
IMX,2025-07-22,0.643,0.6513,0.6038,0.6434,2597122.76,965519338,1890903648.389814,0.0006220839813373402,0.44784154143547944,,0.04749999999999999,0.07866843325604503,Other
IMX,2025-07-23,0.6434,0.6434,0.5504,0.5713,2310623.51,965519338,1890903648.389814,-0.11206092632887776,1.0904010553436196,,0.09299999999999997,0.1689680232558139,Other
IMX,2025-07-24,0.5713,0.5802,0.5237,0.5483,1566278.06,965519338,1890903648.389814,-0.040259058288114824,1.1394683621519168,,0.056499999999999995,0.1078861943860989,Other
IMX,2025-07-25,0.5483,0.5652,0.528,0.5644,1383655.84,965519338,1890903648.389814,0.029363487142075595,1.110473207762201,,0.03720000000000001,0.07045454545454548,Other
IMX,2025-07-26,0.5644,0.5776,0.5608,0.5652,928663.39,965519338,1890903648.389814,0.0014174344436570507,0.9736958787579334,,0.016800000000000037,0.029957203994293934,Other
IMX,2025-07-27,0.5652,0.63,0.5638,0.6001,2297261.45,965519338,1890903648.389814,0.06174805378627024,1.061621569705491,,0.06620000000000004,0.1174175239446613,Other
IMX,2025-07-28,0.6001,0.6113,0.5528,0.5602,969084.72,965519338,1890903648.389814,-0.06648891851358096,1.130829177520329,,0.058499999999999996,0.10582489146164978,Other
IMX,2025-07-29,0.5602,0.5945,0.5443,0.5625,1008332.59,965519338,1890903648.389814,0.004105676544091441,1.1345833671904768,,0.05020000000000002,0.09222855043174724,Other
IMX,2025-07-30,0.5625,0.5625,0.5227,0.549,1494494.73,965519338,1890903648.389814,-0.02399999999999991,0.8234082647942702,,0.03979999999999995,0.07614310311842346,Other
IMX,2025-07-31,0.549,0.5692,0.5143,0.516,1076866.6199999999,965519338,1890903648.389814,-0.060109289617486406,0.8854420261969943,,0.05490000000000006,0.10674703480458889,Other
IMX,2025-08-01,0.516,0.5189,0.4805,0.495,2167239.53,965519338,1890903648.389814,-0.04069767441860472,0.8508488085608408,,0.038400000000000045,0.07991675338189395,Other
IMX,2025-08-02,0.495,0.5025,0.4713,0.4788,602222.07,965519338,1890903648.389814,-0.032727272727272716,0.8397868586644339,,0.03119999999999995,0.06619987269255241,Other
IMX,2025-08-03,0.4788,0.5032,0.4737,0.5007,648116.1,965519338,1890903648.389814,0.04573934837092741,0.7445311905373725,,0.02949999999999997,0.06227570192104701,Other
IMX,2025-08-04,0.5007,0.523,0.4984,0.5188,959315.79,965519338,1890903648.389814,0.03614939085280611,0.7642422967755202,,0.02460000000000001,0.04935794542536118,Other
IMX,2025-08-05,0.5188,0.5303,0.4876,0.5036,1000403.33,965519338,1890903648.389814,-0.029298380878951424,0.7642167003551076,,0.042700000000000016,0.08757178014766205,Other
IMX,2025-08-06,0.5036,0.5125,0.487,0.5089,967248.9400000001,965519338,1890903648.389814,0.010524225575853752,0.779961337526957,,0.025499999999999967,0.052361396303901374,Other
IMX,2025-08-07,0.5089,0.5119,0.5081,0.5096,13984.4,965519338,1890903648.389814,0.0013755158184318717,0.6565500089428292,0.8510546360242223,0.0038000000000000256,0.007478842747490702,Other
INJ,2025-07-08,10.54,10.81,10.26,10.43,4594193.96,1263170747,97727220.33,,,,0.5500000000000007,0.053606237816764206,Other
INJ,2025-07-09,10.43,11.1,10.29,11.01,5978535.41,1263170747,97727220.33,0.0556088207094918,,,0.8100000000000005,0.07871720116618082,Other
INJ,2025-07-10,11.01,12.19,10.83,12.13,8789361.82,1263170747,97727220.33,0.10172570390554059,,,1.3599999999999994,0.12557710064635266,Other
INJ,2025-07-11,12.13,13.16,11.85,12.36,10718215.83,1263170747,97727220.33,0.018961253091508645,,,1.3100000000000005,0.1105485232067511,Other
INJ,2025-07-12,12.36,12.83,11.96,12.29,6360683.29,1263170747,97727220.33,-0.005663430420712046,,,0.8699999999999992,0.07274247491638788,Other
INJ,2025-07-13,12.29,12.78,12.25,12.42,6078024.28,1263170747,97727220.33,0.01057770545158676,,,0.5299999999999994,0.04326530612244893,Other
INJ,2025-07-14,12.42,13.11,12.09,12.39,10553710.04,1263170747,97727220.33,-0.0024154589371979673,,,1.0199999999999996,0.0843672456575682,Other
INJ,2025-07-15,12.39,13.45,11.94,13.44,8119043.6,1263170747,97727220.33,0.0847457627118644,0.825786491659578,,1.5099999999999998,0.12646566164154102,Other
INJ,2025-07-16,13.44,14.05,13.04,13.55,7494772.18,1263170747,97727220.33,0.008184523809523947,0.8340062307386076,,1.0100000000000016,0.07745398773006147,Other
INJ,2025-07-17,13.55,14.25,13.09,14.03,9521432.78,1263170747,97727220.33,0.0354243542435424,0.5943403237017139,,1.1600000000000001,0.08861726508785334,Other
INJ,2025-07-18,14.03,14.77,13.3,13.68,13250593.14,1263170747,97727220.33,-0.024946543121881604,0.683231764790604,,1.4699999999999989,0.1105263157894736,Other
INJ,2025-07-19,13.68,14.24,13.3,14.18,6474356.37,1263170747,97727220.33,0.03654970760233911,0.673000877950534,,0.9399999999999995,0.07067669172932327,Other
INJ,2025-07-20,14.18,15.33,14.05,15.01,10366606.15,1263170747,97727220.33,0.05853314527503528,0.7149133521495551,,1.2799999999999994,0.09110320284697504,Other
INJ,2025-07-21,15.01,15.73,14.71,15.16,10244520.39,1263170747,97727220.33,0.009993337774816702,0.6878912288724999,,1.0199999999999996,0.0693405846363018,Other
INJ,2025-07-22,15.16,15.43,14.22,15.24,11560749.75,1263170747,97727220.33,0.005277044854881341,0.5206508838772929,,1.209999999999999,0.08509142053445844,Other
INJ,2025-07-23,15.24,15.25,13.37,13.82,7659843.41,1263170747,97727220.33,-0.09317585301837272,0.965995890233121,,1.8800000000000008,0.14061331338818256,Other
INJ,2025-07-24,13.82,14.09,12.86,13.56,6397949.56,1263170747,97727220.33,-0.01881331403762665,0.9374680022373768,,1.2300000000000004,0.09564541213063768,Other
INJ,2025-07-25,13.56,14.05,13.04,13.99,9075949.06,1263170747,97727220.33,0.03171091445427732,0.9489157574083106,,1.0100000000000016,0.07745398773006147,Other
INJ,2025-07-26,13.99,15.23,13.95,15.0,8727446.88,1263170747,97727220.33,0.07219442458899206,1.0519345011176093,,1.2800000000000011,0.09175627240143377,Other
INJ,2025-07-27,15.0,15.6,14.86,15.44,6318854.08,1263170747,97727220.33,0.02933333333333321,0.9881454298225817,,0.7400000000000002,0.04979811574697175,Other
INJ,2025-07-28,15.44,16.34,14.47,14.58,13464223.44,1263170747,97727220.33,-0.05569948186528495,1.078555445198844,,1.8699999999999992,0.12923289564616441,Other
INJ,2025-07-29,14.58,15.27,13.8,14.11,9741738.18,1263170747,97727220.33,-0.032235939643347145,1.0924983254005938,,1.4699999999999989,0.1065217391304347,Other
INJ,2025-07-30,14.11,14.9,13.22,13.69,7679107.17,1263170747,97727220.33,-0.029766123316796622,0.8705552704831457,,1.6799999999999997,0.12708018154311645,Other
INJ,2025-07-31,13.69,14.66,13.16,13.22,9201784.709999999,1263170747,97727220.33,-0.034331628926223434,0.8972516124758331,,1.5,0.11398176291793313,Other
INJ,2025-08-01,13.22,13.4,12.23,12.55,9070687.25,1263170747,97727220.33,-0.050680786686838064,0.902347808678314,,1.17,0.09566639411283728,Other
INJ,2025-08-02,12.55,12.83,11.91,12.17,4721230.69,1263170747,97727220.33,-0.030278884462151434,0.5305288885888235,,0.9199999999999999,0.07724601175482787,Other
INJ,2025-08-03,12.17,13.22,11.98,13.0,4067387.24,1263170747,97727220.33,0.06820049301561215,0.7978253118519758,,1.2400000000000002,0.10350584307178633,Other
INJ,2025-08-04,13.0,14.02,12.98,13.66,4209778.06,1263170747,97727220.33,0.05076923076923068,0.9005742058705031,,1.0399999999999991,0.08012326656394446,Other
INJ,2025-08-05,13.66,13.76,12.66,12.93,7006017.220000001,1263170747,97727220.33,-0.05344070278184487,0.9466518535178851,,1.0999999999999996,0.08688783570300156,Other
INJ,2025-08-06,12.93,13.22,12.5,12.94,4470870.14,1263170747,97727220.33,0.0007733952049497894,0.9361598736553873,,0.7200000000000006,0.057600000000000054,Other
INJ,2025-08-07,12.94,12.95,12.83,12.86,48605.66,1263170747,97727220.33,-0.0061823802163832875,0.9077999696761072,0.883082867211121,0.11999999999999922,0.009353078721745848,Other
IP,2025-07-08,3.189,3.189,3.018,3.033,279875.08,1742364045,295565985.34,,,,0.17100000000000026,0.056660039761431504,Other
IP,2025-07-09,3.033,3.124,2.983,3.088,322695.93,1742364045,295565985.34,0.018133860863831286,,,0.14100000000000001,0.04726785115655381,Other
IP,2025-07-10,3.088,3.585,3.086,3.501,1388260.48,1742364045,295565985.34,0.1337435233160622,,,0.4990000000000001,0.1616979909267661,Other
IP,2025-07-11,3.501,4.768,3.394,4.602,4917556.91,1742364045,295565985.34,0.31448157669237364,,,1.3739999999999997,0.40483205657041826,Other
IP,2025-07-12,4.602,4.957,4.151,4.353,5072449.97,1742364045,295565985.34,-0.0541069100391135,,,0.806,0.19417007949891593,Other
IP,2025-07-13,4.353,4.515,4.12,4.192,1118239.26,1742364045,295565985.34,-0.03698598667585562,,,0.3949999999999996,0.09587378640776688,Other
IP,2025-07-14,4.192,4.937,4.157,4.378,2041410.46,1742364045,295565985.34,0.044370229007633544,,,0.7800000000000002,0.18763531392831376,Other
IP,2025-07-15,4.378,4.513,4.187,4.498,786421.19,1742364045,295565985.34,0.027409776153494825,2.4113213073875452,,0.3259999999999996,0.07786004299020768,Other
IP,2025-07-16,4.498,4.665,4.331,4.339,1149191.69,1742364045,295565985.34,-0.03534904401956418,2.502236832362117,,0.33399999999999963,0.07711844839528968,Other
IP,2025-07-17,4.339,4.809,4.217,4.435,2028304.82,1742364045,295565985.34,0.02212491357455626,2.4203464884827923,,0.5920000000000005,0.14038415935499185,Other
IP,2025-07-18,4.435,4.811,4.388,4.74,1628211.01,1742364045,295565985.34,0.06877113866967322,0.8993726222946606,,0.42300000000000004,0.09639927073837741,Other
IP,2025-07-19,4.74,4.772,4.539,4.678,899729.87,1742364045,295565985.34,-0.013080168776371415,0.7750614995704598,,0.23300000000000054,0.051332892707644975,Other
IP,2025-07-20,4.678,5.101,4.601,4.877,2040698.84,1742364045,295565985.34,0.04253954681487815,0.6825202210458141,,0.5,0.10867202782003912,Other
IP,2025-07-21,4.877,5.036,4.697,4.889,1094901.98,1742364045,295565985.34,0.0024605290137380553,0.6673697296806317,,0.3389999999999995,0.07217372791143273,Other
IP,2025-07-22,4.889,5.378,4.641,5.005,2207014.89,1742364045,295565985.34,0.023726733483329765,0.6641995585503814,,0.7370000000000001,0.15880198233139411,Other
IP,2025-07-23,5.005,5.272,4.698,5.264,2011184.29,1742364045,295565985.34,0.05174825174825193,0.5420302411656147,,0.5739999999999998,0.12217965091528306,Other
IP,2025-07-24,5.264,5.704,4.978,5.126,6516428.55,1742364045,295565985.34,-0.026215805471124565,0.6724019938866085,,0.726,0.14584170349537967,Other
IP,2025-07-25,5.126,5.514,5.029,5.47,4520854.18,1742364045,295565985.34,0.06710885680842749,0.6653512751927247,,0.4850000000000003,0.09644064426327308,Other
IP,2025-07-26,5.47,5.583,5.383,5.474,1893459.06,1742364045,295565985.34,0.000731261425959806,0.6285393269081181,,0.20000000000000018,0.037154003343860334,Other
IP,2025-07-27,5.474,5.553,5.359,5.533,1379649.08,1742364045,295565985.34,0.010778224333211517,0.6105430231143084,,0.19399999999999995,0.03620078372830751,Other
IP,2025-07-28,5.533,6.092,5.461,5.575,7435604.199999999,1742364045,295565985.34,0.007590818724019455,0.6033646051766706,,0.6309999999999993,0.1155466031862295,Other
IP,2025-07-29,5.575,5.99,5.454,5.804,4224668.04,1742364045,295565985.34,0.04107623318385656,0.6236803967355643,,0.5360000000000005,0.09827649431609836,Other
IP,2025-07-30,5.804,6.009,5.548,5.924,4460063.41,1742364045,295565985.34,0.020675396278428737,0.5711564540457026,,0.4610000000000003,0.08309300648882485,Other
IP,2025-07-31,5.924,6.573,5.886,6.026,6133819.01,1742364045,295565985.34,0.01721809588116119,0.44061664998397565,,0.6870000000000003,0.11671763506625897,Other
IP,2025-08-01,6.026,6.158,5.753,5.87,6481832.91,1742364045,295565985.34,-0.02588781944905405,0.3908645818802118,,0.40500000000000025,0.07039805318964024,Other
IP,2025-08-02,5.87,6.0,5.628,5.866,4771299.7299999995,1742364045,295565985.34,-0.0006814310051107553,0.39309776528667,,0.3719999999999999,0.06609808102345413,Other
